,mean_state_salary,home_city_code,education,published_date,schedule_type,experience,salary,professional_skills,add_skills,busy_type,business_trip,retraining_capability,fullness_rate,n_jobs,additionalEducationList,english_level
211,43781,7400000000000,0.7,2022-04-12,1.0,0,100000,0,0,1.0,0,0,54,0,0,0.0
212,43781,7403800002000,1.0,2022-07-14,1.0,0,5000,0,0,1.0,1,1,72,0,0,0.9
213,43781,7404400100000,0.5,2022-01-31,1.0,0,40000,0,0,1.0,0,1,0,1,0,0.0
214,43781,7400000400000,0.6,2022-03-21,0.8,0,50000,0,0,0.5,0,1,60,0,0,0.0
215,43781,7400000100000,0.6,2020-11-25,1.0,1,45571,1,0,1.0,0,0,79,1,0,0.0
216,43781,7402700000100,0.5,2022-06-22,1.0,8,19000,1,1,1.0,1,1,97,4,1,0.5
217,43781,7400000100000,0.5,2022-06-27,1.0,0,8500,0,0,0.5,0,0,52,0,0,0.0
218,43510,2303400100000,0.6,2022-09-06,1.0,4,35000,0,0,1.0,1,1,72,2,0,0.3
219,43510,2301200000000,0.5,2022-05-26,0.5,0,50000,1,1,0.5,0,1,0,0,0,0.0
220,43510,2300000100000,0.6,2022-07-21,1.0,0,20000,0,0,1.0,1,1,82,1,0,0.0
221,43510,2300000700000,0.5,2022-07-08,1.0,0,40000,0,0,1.0,0,1,56,0,0,0.0
222,43510,2301600002300,0.5,2022-03-17,1.0,0,80000,0,0,1.0,0,0,52,0,0,0.0
223,43510,2300000100000,1.0,2022-02-18,1.0,21,100000,0,0,1.0,1,1,74,4,0,0.5
224,43510,2300200000400,0.6,2022-07-07,1.0,3,20000,0,0,1.0,0,0,61,1,0,0.0
225,43510,2301900100000,0.5,2022-05-18,1.0,0,30000,0,0,1.0,0,0,52,0,0,0.0
226,43510,2300000100000,1.0,2023-03-13,1.0,5,30000,0,0,1.0,1,1,82,6,0,0.3
227,43510,2300000000000,0.5,2022-05-02,1.0,6,60000,0,0,1.0,0,0,61,2,0,0.5
228,43510,2300000602400,0.6,2022-05-17,1.0,0,28000,0,0,0.5,0,1,75,1,0,0.5
229,43510,2300000100000,1.0,2022-10-04,0.8,5,90000,0,0,1.0,0,0,62,1,0,0.9
230,43510,2300000100000,0.5,2022-07-06,1.0,2,35000,0,0,0.9,0,1,67,1,0,0.7
231,43510,2301400005100,0.6,2022-07-18,1.0,0,20000,0,0,1.0,0,0,55,0,0,0.0
232,43510,2300000705000,0.7,2022-08-04,1.0,4,50000,0,0,1.0,1,1,85,1,1,0.7
233,43510,2300000100000,1.0,2023-01-18,1.0,14,40000,0,0,1.0,1,1,79,4,0,0.5
234,43510,2300000100000,1.0,2023-01-23,1.0,12,100000,0,0,0.9,1,1,86,2,1,0.0
235,43510,2300000100000,0.5,2022-02-22,1.0,0,50000,0,0,1.0,1,1,64,0,0,0.7
236,42848,200000300000,0.6,2022-03-28,1.0,0,26000,0,0,1.0,0,0,63,1,0,0.0
237,42848,200000000000,1.0,2021-10-08,1.0,8,20000,0,0,1.0,0,1,73,1,0,0.5
238,42848,200500000100,0.5,2022-05-18,1.0,1,65000,0,0,1.0,0,0,57,1,0,0.0
239,42848,200001400000,0.6,2022-07-04,1.0,0,25000,0,0,1.0,0,0,67,0,0,0.0
240,42848,206000100000,0.6,2022-08-22,1.0,0,30000,0,0,0.9,0,1,66,0,0,0.3
241,42848,200000100000,1.0,2022-07-01,1.0,1,25000,0,0,1.0,1,1,65,1,0,0.0
242,42848,200000100000,1.0,2021-12-16,1.0,0,30000,0,0,1.0,0,0,55,0,0,0.0
243,42848,200000106100,0.5,2022-02-17,1.0,0,25000,0,0,1.0,0,1,71,0,0,0.9
244,42848,200000000000,0.7,2022-04-22,1.0,2,30000,0,0,1.0,1,1,69,2,0,0.0
245,42848,201500100000,0.5,2022-10-27,1.0,0,15000,0,0,1.0,0,0,55,0,0,0.3
246,42848,204000000100,0.6,2021-11-26,1.0,0,15000,0,0,1.0,0,1,69,0,0,0.0
247,42848,200000100000,0.6,2022-03-11,1.0,2,30000,0,0,1.0,1,1,76,2,0,0.5
248,42848,200000100000,1.0,2022-09-08,1.0,0,40000,0,0,1.0,0,0,65,0,0,0.7
249,42848,200001400000,1.0,2022-06-06,1.0,1,70000,0,0,1.0,0,0,67,1,0,0.3
250,42848,200000000000,1.0,2022-09-26,1.0,0,30000,0,0,1.0,0,0,61,0,0,0.0
251,42848,200000000000,0.6,2022-11-02,1.0,0,30000,0,0,1.0,0,1,63,0,0,0.0
252,42771,6300000800000,1.0,2017-12-11,1.0,0,30000,1,1,1.0,0,1,79,0,0,0.7
253,42771,6300000300000,1.0,2022-08-24,0.8,4,65000,0,0,0.9,0,1,82,2,0,0.3
254,42771,6300000000000,1.0,2022-07-28,1.0,14,150000,0,0,0.9,1,1,78,6,0,0.7
255,42771,6300000000000,0.6,2022-08-01,1.0,1,25000,0,0,1.0,0,0,59,1,0,0.0
256,42771,6300000100000,1.0,2019-10-08,1.0,0,20000,0,0,1.0,0,1,63,0,0,0.3
257,42771,6300000100000,1.0,2022-07-13,1.0,4,70000,0,0,1.0,1,1,69,1,0,0.0
258,42771,6300000000000,1.0,2022-03-14,1.0,5,60000,0,0,0.9,1,1,74,2,0,0.9
259,42771,6300000100000,1.0,2022-07-01,1.0,4,50000,0,0,1.0,0,0,71,1,0,0.7
260,42771,6300000700000,0.6,2022-05-12,1.0,0,20000,0,0,0.5,0,1,75,0,0,0.3
261,42771,6300000700000,1.0,2022-02-04,0.8,0,20000,0,0,1.0,0,1,68,1,0,0.0
262,42771,6302200001600,1.0,2022-08-12,1.0,1,60000,0,0,1.0,1,0,78,1,0,0.0
263,42771,6300000100000,1.0,2022-10-24,1.0,1,30000,0,0,1.0,0,1,76,1,1,0.3
264,42771,6300000700000,0.6,2022-10-10,1.0,0,60000,0,0,1.0,0,0,58,0,0,0.0
265,42771,6300000100000,1.0,2022-06-20,1.0,4,30000,1,0,1.0,0,0,80,1,0,0.5
266,42771,6301600005300,1.0,2022-06-06,1.0,5,40000,0,0,1.0,1,1,69,2,0,0.0
267,42096,3000000100000,0.6,2022-08-23,1.0,0,25000,0,0,1.0,0,1,66,0,0,0.0
268,42096,3000000000000,0.6,2022-07-06,1.0,0,35000,0,0,1.0,1,1,66,0,0,0.3
269,41775,3100000200000,0.5,2022-06-30,0.5,0,100000,0,0,0.6,0,1,55,1,0,0.0
270,41775,3102100100000,0.5,2022-11-01,1.0,0,50000,0,0,1.0,0,0,52,0,0,0.0
271,41775,3100000000000,1.0,2022-10-19,1.0,2,60,0,0,1.0,0,0,61,1,0,0.0
272,41775,3100000100000,1.0,2022-09-05,1.0,0,30000,0,0,1.0,0,1,66,0,0,0.3
273,41775,3100000400000,1.0,2022-07-20,1.0,14,35000,0,0,1.0,0,1,77,4,0,0.5
274,41563,3900500100000,1.0,2022-10-18,1.0,4,40000,0,0,1.0,1,1,81,3,0,0.5
275,41563,3900000100000,1.0,2022-07-20,1.0,16,50000,0,0,1.0,0,0,69,1,1,0.7
276,41563,3900000100000,0.6,2023-01-10,1.0,0,20000,0,0,1.0,0,1,75,0,0,0.9
277,41369,5200000100000,1.0,2022-06-06,1.0,15,60000,0,0,0.9,0,0,78,4,0,0.5
278,41369,5200000100000,0.6,2022-07-04,1.0,52,45000,0,0,1.0,0,0,67,1,0,0.0
279,41369,5202700100000,0.6,2022-06-06,1.0,9,45000,0,0,1.0,0,1,72,1,0,0.5
280,41369,5200000100000,1.0,2021-12-10,1.0,0,20000,0,0,1.0,0,0,75,1,1,0.0
281,41369,5203500000100,0.6,2022-03-31,1.0,1,20000,0,0,1.0,0,1,63,1,0,0.0
282,41369,5200000000000,0.6,2023-02-06,1.0,0,60000,0,0,1.0,1,1,66,0,0,0.5
283,41369,5200000000000,0.5,2023-02-28,1.0,0,50000,0,0,1.0,0,0,47,0,0,0.0
284,41369,5202300100000,0.5,2022-09-20,1.0,0,25000,0,0,1.0,0,0,52,0,0,0.0
285,41369,5202800100000,0.5,2022-05-19,1.0,0,15000,0,0,1.0,0,1,56,0,0,0.0
286,41209,7600000200000,1.0,2022-09-15,1.0,9,30000,0,0,1.0,1,1,77,1,0,0.0
287,41209,7600500100000,0.5,2022-07-25,1.0,0,50000,0,0,1.0,0,0,55,0,0,0.0
288,41209,7600000100000,0.6,2022-08-12,1.0,0,17000,0,0,1.0,0,1,66,1,0,0.5
289,41152,5501500004200,0.5,2022-12-02,0.8,1,180000,1,0,0.9,1,0,75,1,0,0.7
290,41152,5500000100000,1.0,2022-06-27,0.8,4,50000,0,0,0.6,1,1,78,2,0,0.7
291,41152,5500000100000,0.5,2021-12-27,1.0,1,12000,0,0,1.0,0,0,63,1,0,0.0
292,41152,5501200000100,0.6,2022-07-19,1.0,1,30000,0,0,1.0,0,0,76,1,0,0.5
293,41152,5500000100000,0.5,2022-07-26,1.0,0,40000,0,0,1.0,0,0,52,0,0,0.0
294,41152,5500000100000,0.6,2022-02-15,1.0,3,25000,0,0,0.5,0,1,68,4,0,0.0
295,41152,5500000100000,1.0,2021-11-03,1.0,4,50000,0,0,1.0,0,1,68,1,0,0.0
296,41152,5500700100000,0.6,2022-07-05,1.0,0,30000,0,0,0.6,1,1,61,0,0,0.0
297,41152,5503000100000,0.5,2022-01-25,1.0,29,40000,0,0,1.0,0,0,72,1,0,0.5
298,40830,3600000100000,1.0,2022-02-25,1.0,7,60000,0,0,0.9,0,0,65,1,0,0.3
299,40830,3600000100000,1.0,2022-06-09,1.0,1,60000,0,0,0.9,0,1,75,1,1,0.0
300,40830,3600500100000,1.0,2022-05-04,1.0,8,30000,0,0,1.0,0,0,75,1,0,0.5
301,40830,3600000100000,1.0,2022-09-13,1.0,0,50000,0,0,0.9,1,1,64,0,0,0.0
302,40631,6200000100000,1.0,2022-12-01,0.5,0,20000,0,0,0.6,0,0,59,0,0,0.0
303,40631,6200000100000,0.6,2022-04-18,1.0,0,27000,0,0,1.0,0,1,66,0,0,0.7
304,40631,6200000400000,0.5,2021-12-02,0.8,0,150000,0,0,0.9,0,0,61,0,0,0.0
305,40631,6201900008700,0.6,2022-07-18,1.0,3,70000,0,0,1.0,1,1,62,1,0,0.0
306,40286,6903600001100,0.5,2022-01-18,1.0,0,18000,0,0,1.0,0,0,52,0,0,0.0
307,39806,401000000400,1.0,2022-07-28,1.0,1,15000,0,0,1.0,1,1,75,1,0,0.3
308,39806,400400000100,0.6,2023-01-16,1.0,1,30000,0,0,1.0,1,1,75,1,0,0.0
309,39791,1800000200000,1.0,2022-06-24,1.0,20,50000,0,0,1.0,0,1,64,1,0,0.0
310,39791,1800000100000,0.6,2023-02-20,1.0,0,25000,0,0,1.0,0,1,76,2,0,0.9
311,39791,1800000100000,0.5,2022-07-26,1.0,3,50000,0,0,1.0,1,1,73,1,0,0.5
312,39550,3300900100000,0.6,2022-04-25,1.0,0,40000,0,0,1.0,0,0,63,0,0,0.3
313,39550,3300000500000,0.5,2022-09-20,1.0,0,45000,0,0,1.0,0,0,52,0,0,0.0
314,39291,6100000100000,0.6,2021-11-30,1.0,2,30000,0,0,1.0,1,1,79,2,0,0.5
315,39291,6100000100000,0.5,2022-08-11,0.8,5,63400,0,0,0.9,1,1,73,1,0,0.9
316,39291,6100000100000,0.6,2022-06-01,1.0,0,45000,0,0,1.0,0,0,65,0,0,0.0
317,39291,6101000000100,1.0,2023-01-19,1.0,0,40000,0,0,1.0,0,1,74,2,0,0.3
318,39291,6100000100000,1.0,2022-07-12,1.0,2,20000,0,0,1.0,0,1,74,4,0,0.0
319,39291,6102800000100,0.6,2022-10-04,1.0,0,25000,0,0,1.0,0,0,55,0,0,0.0
320,39291,6100000100000,1.0,2022-06-09,0.8,7,50000,0,0,0.9,1,1,0,1,0,0.0
321,39291,6102400003900,0.5,2022-10-31,1.0,0,45000,0,0,1.0,0,0,54,1,0,0.0
322,39291,6103900000100,0.5,2022-12-19,1.0,0,20000,0,0,1.0,0,1,53,0,0,0.0
323,39291,6100000100000,1.0,2022-10-17,1.0,1,250000,0,0,1.0,0,1,67,1,0,0.0
324,39291,6100000100000,0.5,2022-10-07,1.0,0,60000,0,0,1.0,0,0,52,0,0,0.0
325,39291,6100000100000,1.0,2022-08-01,1.0,0,50000,0,0,1.0,1,1,73,1,0,0.5
326,39031,3400000300000,0.5,2022-04-19,1.0,0,100000,0,0,1.0,0,0,61,0,0,0.3
327,39031,3400000300000,0.5,2022-04-19,1.0,0,25000,0,0,1.0,0,0,61,0,0,0.3
328,39031,3400000100000,1.0,2022-03-21,1.0,20,46000,0,0,1.0,0,1,72,2,0,0.5
329,39031,3400000200000,1.0,2022-05-12,1.0,4,30000,0,0,0.6,0,0,79,1,0,0.9
330,39031,3400000100000,0.5,2022-08-16,1.0,0,25000,0,0,1.0,1,1,65,0,0,0.0
331,38357,5600000200000,0.5,2022-07-29,1.0,0,25000,0,0,0.9,0,1,73,1,0,0.3
332,38357,5600000100000,0.5,2022-02-02,1.0,6,27000,0,0,1.0,1,1,86,2,0,0.0
333,38357,5605100000100,0.6,2022-08-23,1.0,14,30000,1,1,1.0,0,1,92,4,1,0.3
334,38158,9100000400000,0.6,2023-01-24,1.0,0,22000,0,0,1.0,0,1,65,0,0,0.9
335,38158,9100000700000,1.0,2023-02-20,0.8,3,45000,0,0,0.9,0,1,75,1,1,0.3
336,38158,9100001000000,1.0,2023-01-27,1.0,19,40000,0,0,1.0,0,1,64,1,0,0.3
337,38158,9100000000000,0.6,2022-07-21,1.0,0,70000,0,0,1.0,0,1,62,0,0,0.7
338,38158,9101200001900,1.0,2022-09-09,0.8,0,45000,0,0,0.5,0,1,72,0,0,0.5
339,38158,9100001100000,0.5,2022-11-30,1.0,0,40000,0,0,1.0,0,0,60,1,0,0.0
340,37408,6400000100000,0.7,2023-01-23,0.8,0,0,0,0,0.5,0,1,71,0,1,0.5
341,37408,6400000600000,0.5,2022-03-12,1.0,0,25000,0,0,0.9,0,0,68,0,0,0.3
342,37408,6402300100000,0.6,2022-12-12,0.8,0,29428,0,0,0.9,0,1,72,1,0,0.3
343,37408,6402300100000,0.6,2022-07-05,1.0,0,20000,0,0,1.0,1,1,74,0,0,0.0
344,37408,6400500000100,1.0,2022-11-21,0.8,0,35000,0,0,0.5,0,1,76,0,1,0.0
345,37387,2600000100000,0.6,2023-02-03,0.8,3,40000,0,0,1.0,1,0,72,3,0,0.7
346,37387,2600900000100,0.5,2022-09-14,1.0,0,35000,0,0,1.0,0,0,52,0,0,0.0
347,37387,2600000700000,1.0,2022-06-14,1.0,9,100000,0,0,1.0,1,1,73,1,0,0.3
348,37387,2601100100000,0.6,2022-02-22,1.0,0,40000,0,0,1.0,0,1,0,0,0,0.0
349,37387,2602300100000,0.6,2022-07-12,1.0,1,50000,0,0,1.0,1,1,69,1,0,0.0
350,37387,2600000600000,1.0,2022-04-25,0.5,18,30000,0,0,0.9,0,1,71,4,0,0.3
351,36529,6701900100000,0.5,2022-05-26,0.8,0,35000,0,0,1.0,1,0,56,0,0,0.0
352,36529,6700000000000,1.0,2022-07-01,1.0,3,50000,0,0,0.9,0,1,80,1,0,0.5
353,36529,6700300100000,0.5,2022-09-13,0.8,0,20000,0,0,1.0,0,0,52,0,0,0.5
354,36529,6700000300000,0.6,2022-06-20,1.0,0,60000,0,0,1.0,0,0,63,0,0,0.3
355,36126,7300000200000,1.0,2022-01-01,1.0,2,20000,0,0,0.9,0,0,74,3,0,0.5
356,36126,7301400002000,1.0,2021-12-13,1.0,0,35000,0,0,1.0,0,1,66,0,0,0.0
357,36126,7300000100000,1.0,2022-07-05,1.0,9,60000,0,0,0.9,1,1,75,3,0,0.3
358,36126,7300000100000,0.5,2022-06-14,1.0,0,30000,0,0,1.0,0,1,56,0,0,0.0
359,36031,5800000100000,1.0,2022-03-01,1.0,4,15000,0,0,1.0,1,1,78,3,0,0.3
360,36031,5800000000000,1.0,2022-11-11,1.0,0,25000,0,0,0.9,0,0,58,0,0,0.3
361,36031,5800000100000,1.0,2022-02-24,1.0,0,25000,0,0,0.5,1,1,65,0,0,0.5
362,36031,5800000200000,1.0,2021-10-20,1.0,2,29999,0,0,1.0,0,0,68,1,0,0.7
363,36031,5800700000100,0.6,2023-02-07,1.0,1,25000,0,0,1.0,0,0,60,1,0,0.0
364,36031,5800000100000,1.0,2022-05-19,1.0,4,30000,0,0,0.5,0,1,68,1,0,0.3
365,36031,5800000100000,0.5,2023-02-02,1.0,0,15000,0,0,1.0,0,0,55,0,0,0.0
366,36001,100500000100,0.5,2022-09-07,1.0,0,35000,0,0,1.0,0,0,55,0,0,0.0
367,36001,100000200000,1.0,2022-02-28,1.0,1,40000,0,0,1.0,0,0,60,1,0,0.0
368,35799,2100000100000,1.0,2021-10-25,1.0,0,19990,0,0,1.0,0,1,57,0,0,0.0
369,35799,2100000000000,1.0,2022-04-29,1.0,1,35000,0,0,1.0,1,1,63,1,0,0.3
370,35799,2100002400000,0.5,2022-06-14,0.8,0,50000,0,0,0.9,0,1,72,1,0,0.5
371,35799,2100002400000,0.7,2022-05-30,0.8,0,25000,1,0,0.9,0,1,75,1,0,0.5
372,35799,2100002400000,0.5,2021-11-16,0.8,0,25000,0,0,0.9,0,1,62,0,0,0.3
373,35799,2100000000000,0.5,2023-03-03,1.0,0,50000,0,0,1.0,0,0,47,0,0,0.0
374,35799,2100000100000,1.0,2022-12-02,1.0,1,60000,0,0,1.0,0,1,76,1,0,0.0
375,35754,5701700100000,0.6,2022-05-31,0.8,0,30000,0,0,0.6,0,0,71,0,0,0.0
376,35754,5700000100000,1.0,2022-11-25,1.0,6,40000,0,0,1.0,1,1,83,1,1,0.3
377,35369,6000000100000,0.6,2021-12-06,1.0,3,35000,1,1,1.0,1,1,87,1,0,0.0
378,35369,6000000100000,0.7,2022-06-22,1.0,0,13920,0,0,1.0,0,1,77,0,0,0.5
379,35369,6000000100000,0.5,2022-11-28,1.0,26,40000,0,0,1.0,0,0,63,1,0,0.3
380,34499,1300000100000,0.6,2022-08-25,1.0,0,50000,0,0,1.0,1,1,73,1,0,0.5
381,34438,6800000400000,1.0,2022-10-20,1.0,11,50000,0,0,1.0,0,1,72,1,0,0.3
382,34438,6800000400000,1.0,2022-07-27,1.0,0,20000,0,0,1.0,0,1,56,0,0,0.0
383,34438,6800000400000,1.0,2022-04-11,1.0,3,80000,0,0,0.9,0,1,75,1,0,0.5
384,33872,2200700000100,0.6,2022-04-26,1.0,16,35000,0,0,1.0,1,1,70,9,1,0.0
385,33872,2200000100000,1.0,2022-03-17,1.0,4,80000,0,0,1.0,0,1,69,1,0,0.0
386,33872,2201300000100,1.0,2022-10-31,1.0,0,35000,0,0,0.9,0,1,80,1,0,0.0
387,33030,800000100000,1.0,2022-06-15,1.0,5,90000,0,0,1.0,0,1,77,5,0,0.9
388,32999,1500300100000,0.5,2022-07-22,1.0,0,30000,0,0,1.0,0,0,65,0,0,0.0
389,32999,1500300100000,0.6,2022-04-11,1.0,0,20000,0,1,1.0,0,1,77,1,0,0.0
390,32999,1500000100000,0.6,2022-06-20,1.0,5,40000,0,0,1.0,0,0,60,1,0,0.0
391,32846,900700000100,1.0,2022-12-09,1.0,0,15000,0,0,1.0,0,0,67,1,0,0.0
392,32846,900500000100,1.0,2022-01-13,1.0,2,40000,0,0,1.0,0,0,68,1,0,0.3
393,32403,3700000100000,1.0,2018-01-25,1.0,15,40000,1,1,1.0,1,1,88,3,1,0.5
394,32403,3700300100000,1.0,2022-06-17,1.0,9,70000,0,0,1.0,0,0,66,1,0,0.0
395,31859,500000000000,0.5,2022-03-05,1.0,0,300000,0,0,1.0,0,0,51,0,0,0.0
396,31859,500000000000,0.6,2022-07-25,1.0,0,40000,0,0,1.0,0,0,54,0,0,0.0
397,31859,500000100000,1.0,2022-02-14,0.8,7,80000,0,0,0.9,0,0,77,2,0,0.3
398,31859,500000000000,0.5,2022-06-20,1.0,0,15000,0,0,1.0,0,1,61,0,0,0.0
399,31859,500000000000,1.0,2021-12-22,1.0,3,50000,0,0,1.0,1,0,65,1,0,0.0
400,31859,501500001000,0.5,2022-06-15,1.0,0,25000,0,0,1.0,0,0,58,0,0,0.0
401,31859,500001000000,0.7,2023-02-27,1.0,0,15000,0,0,1.0,0,0,59,0,0,0.0
402,31859,500001000000,0.5,2023-02-20,1.0,0,40000,0,0,1.0,0,0,58,0,0,0.0
403,31859,501200006000,0.6,2022-09-23,1.0,0,35000,0,0,1.0,0,0,58,0,0,0.0
404,31859,500000100000,0.5,2022-02-01,1.0,0,35000,0,0,1.0,0,1,65,0,0,0.0
405,31712,700000100000,1.0,2021-10-11,1.0,9,32000,1,1,1.0,0,1,84,5,0,0.5
406,31712,700000100000,0.5,2022-06-27,1.0,3,20000,0,0,1.0,0,1,66,1,0,0.0
407,31362,600000300000,0.5,2022-08-24,1.0,0,50000,0,0,1.0,0,1,56,0,0,0.0
408,31362,600300001100,0.5,2022-07-18,1.0,0,45000,0,0,1.0,0,0,52,0,0,0.0
409,31362,600000000000,0.6,2021-12-24,1.0,0,20000,0,0,1.0,0,0,54,0,0,0.0
410,31362,600000000000,0.5,2022-02-02,1.0,3,350000,1,0,1.0,0,0,68,1,1,0.0
411,31291,2000000100000,1.0,2021-10-27,1.0,1,24998,0,0,1.0,0,0,66,1,0,0.0
412,31291,2000500100000,0.5,2022-06-01,1.0,0,24000,0,0,1.0,0,0,48,0,0,0.0
413,31291,2000000000000,0.5,2022-05-23,1.0,1,45000,0,0,1.0,0,0,53,1,0,0.0
414,31291,2000000200000,0.5,2022-01-11,1.0,0,30000,0,0,1.0,0,0,48,0,0,0.0
415,31291,2000000000000,0.5,2022-06-01,1.0,0,16000,0,0,1.0,0,0,47,0,0,0.0
416,31291,2000000100000,1.0,2022-05-06,1.0,2,70000,0,0,1.0,1,1,72,1,0,0.7
417,31291,2001000000100,0.5,2022-05-06,1.0,0,25000,0,0,1.0,0,0,64,0,0,0.0
418,31291,2000000000000,0.5,2021-10-11,1.0,0,12872,0,0,1.0,0,0,53,0,0,0.0
419,31291,2000000000000,0.6,2022-10-17,1.0,0,16000,0,0,1.0,0,1,55,0,0,0.0
420,31291,2000600000600,0.5,2022-08-04,1.0,0,25000,0,0,1.0,0,0,55,0,0,0.0
421,31291,2000000100000,1.0,2021-11-07,1.0,7,25000,0,0,1.0,1,1,99,1,1,0.0
422,31291,2000900000100,0.6,2021-11-11,1.0,0,25000,0,0,1.0,1,1,64,0,0,0.0
423,31291,2000500000600,0.5,2023-01-20,1.0,1,25000,0,0,1.0,0,1,67,1,0,0.0
424,31291,2000000000000,0.5,2022-05-30,0.8,1,15000,0,0,0.6,0,0,62,1,0,0.0
